ID,Hakfa_FHL_Unicode,PFS_Unicode,PFS_Numeric,Hakfa_IPA,Taigi_FHL_Unicode,POJ_Unicode,Hanzi,Hakfa_HanLo,Taigi_HanLo,Hua-gi
9866,phà-hàng,phà-hàng,pha2-hang2,[pʰa˩˩] [haŋ˩˩],sô,sô,phàhàng,爬行,sô,爬行
9867,pha-he,pha-he,pha4-he4,[pʰa˥˥] [he˥˥],khióngkiaⁿ sī,khióng-kiaⁿ sī,pha he,怕係,恐驚是,怕係
9868,phà-nài,phà-nài,pha2-nai2,[pʰa˩˩] [nai˩˩],pê thô͘,pê thô͘,phà nài,耙泥,耙土,耙泥
9869,phà-phiàng,phà-phiàng,pha2-phiang2,[pʰa˩˩] [pʰiaŋ˩˩],pê pêⁿ,pê pêⁿ,phà phiàng,耙平,耙平,耙平
9870,phà-sân,phà-sân,pha2-san1,[pʰa˩˩] [san˨˦],pehsoaⁿ,peh-soaⁿ,phàsân,爬山,peh山,爬山
9871,phà-sông,phà-sông,pha2-song1,[pʰa˩˩] [soŋ˨˦],peh khí lì,peh khí lì,phà sông,爬上,爬起lì,爬上
9872,phà-thi,phà-thi,pha2-thi4,[pʰa˩˩] [tʰi˥˥],pê tē,pê tē,phà thi,耙地,耙地,耙地
9873,phà-to,phà-to,pha2-to4,[pʰa˩˩] [to˥˥],peh kah,peh kah,phà to,爬到,爬kah,爬到
9874,pha-voi,pha-voi,pha4-voi4,[pʰa˥˥] [ʋoi˥˥],khióngkiaⁿ ē,khióng-kiaⁿ ē,pha voi,怕會,恐驚ē,怕會
9875,phài-chhòng,phài-chhòng,phai2-chhong2,[pʰai˩˩] [tsʰoŋ˩˩],pâitiûⁿ,pâi-tiûⁿ,phàichhòng,排場,排場,排場
9876,phài-chhù,phài-chhù,phai2-chhu2,[pʰai˩˩] [tsʰu˩˩],pâitû,pâi-tû,phàichhù,排除,排除,排除
9877,phài-chhui,phài-chhui,phai2-chhui4,[pʰai˩˩] [tsʰui˥˥],pâitūi,pâi-tūi,phàichhui,排隊,排隊,排隊
9878,phài-chhut,phài-chhut,phai2-chhut6,[pʰai˩˩] [tsʰut̚˨],pâi chhut,pâi chhut,phài chhut,排出,排出,排出
9879,phài-chhṳt,phài-chhṳt,phai2-chhiit6,[pʰai˩˩] [tsʰɨt̚˨],pâithiat,pâi-thiat,phàichhṳt,排斥,排斥,排斥
9880,Phai-chhut-só,Phai-chhut-só,Phai4-chhut6-so3,[pʰai˥˥] [tsʰut̚˨] [so˧˩],phàichhut só͘,phài-chhut só͘,Phaichhutsó,派出所,派出所,派出所
9881,phai-chiong,phai-chiong,phai4-chiong4,[pʰai˥˥] [tɕioŋ˥˥],pāichiòng,pāi-chiòng,phaichiong,敗將,敗將,敗將
9882,phài-cho,phài-cho,phai2-cho4,[pʰai˩˩] [tso˥˥],pâi chò,pâi chò,phài cho,排做,排做,排做
9883,phài-chóng,phài-chóng,phai2-chong3,[pʰai˩˩] [tsoŋ˧˩],pâitiúⁿ,pâi-tiúⁿ,phàichóng,排長,排長,排長
9884,phai-é,phai-é,phai4-e3,[pʰai˥˥] [e˧˩],phe'á,phe-á,phai'é,稗é,稗á,稗子
9885,phài-é,phài-é,phai2-e3,[pʰai˩˩] [e˧˩],pâi'á,pâi-á,phài'é,牌é,牌á,牌子
9886,phai-fai,phai-fai,phai4-fai4,[pʰai˥˥] [fai˥˥],pāihoāi,pāih-oāi,phaifai,敗壞,敗壞,敗壞
9887,phài-hó,phài-hó,phai2-ho3,[pʰai˩˩] [ho˧˩],pâi hó,pâi hó,phài hó,排好,排好,排好
9888,phài-hòng,phài-hòng,phai2-hong2,[pʰai˩˩] [hoŋ˩˩],pâihâng,pâi-hâng,phàihòng,排行,排行,排行
9889,phài-kié,phài-kié,phai2-kie3,[pʰai˩˩] [kie˧˩],pâikái,pâi-kái,phàikié,排解,排解,排解
9890,phài-kut,phài-kut,phai2-kut6,[pʰai˩˩] [kut̚˨],pâikut,pâi-kut,phàikut,排骨,排骨,排骨
9891,phài-lie̍t,phài-lie̍t,phai2-liet5,[pʰai˩˩] [liet̚˥],pâilia̍t,pâi-lia̍t,phàilie̍t,排列,排列,排列
9892,phai-lin,phai-lin,phai4-lin4,[pʰai˥˥] [lin˥˥],phàipēng,phài-pēng,phailin,派令,派令,派令
9893,phai-lui,phai-lui,phai4-lui4,[pʰai˥˥] [lui˥˥],pāilūi,pāi-lūi,phailui,敗類,敗類,敗類
9894,phai-mòng,phai-mòng,phai4-mong2,[pʰai˥˥] [moŋ˩˩],pāibông,pāi-bông,phaimòng,敗亡,敗亡,敗亡
9895,phai-ne,phai-ne,phai4-ne4,[pʰai˥˥] [ne˥˥],phàihē,phài-hē,phaine,派系,派系,派系
9896,phai-ngìn,phai-ngìn,phai4-ngin2,[pʰai˥˥] [ɲin˩˩],phài lâng,phài lâng,phai ngìn,派人,派人,派人
9897,phài-pân,phài-pân,phai2-pan1,[pʰai˩˩] [pan˨˦],pâipan,pâi-pan,phàipân,排班,排班,排班
9898,phai-phe̍t,phai-phe̍t,phai4-phet5,[pʰai˥˥] [pʰet̚˥],phàipia̍t,phài-pia̍t,phaiphe̍t,派別,派別,派別
9899,phai-pîn,phai-pîn,phai4-pin1,[pʰai˥˥] [pin˨˦],phài peng,phài peng,phai pîn,派兵,派兵,派兵
9900,phai-pîn,phai-pîn,phai4-pin1,[pʰai˥˥] [pin˨˦],pāipeng,pāi-peng,phaipîn,敗兵,敗兵,敗兵
9901,phài-súi-kiêu,phài-súi-kiêu,phai2-sui3-kieu1,[pʰai˩˩] [sui˧˩] [kieu˨˦],pâichúi kau,pâi-chúi kau,phàisúi kiêu,排水溝,排水溝,排水溝
9902,phài-tén,phài-tén,phai2-ten3,[pʰai˩˩] [ten˧˩],pâi leh,pâi leh,phài tén,排著,排leh,排著
9903,phai-tet,phai-tet,phai4-tet6,[pʰai˥˥] [tet̚˨],pāitek,pāi-tek,phaitet,敗德,敗德,敗德
9904,phai-thèu,phai-thèu,phai4-theu2,[pʰai˥˥] [tʰeu˩˩],phàithâu,phài-thâu,phaithèu,派頭,派頭,派頭
9905,phài-thèu,phài-thèu,phai2-theu2,[pʰai˩˩] [tʰeu˩˩],pâi thâu,pâi thâu,phài thèu,排頭,排頭,排頭
9906,phài-to,phài-to,phai2-to4,[pʰai˩˩] [to˥˥],pâi kah,pâi kah,phài to,排到,排kah,排到
9907,phài-tui,phài-tui,phai2-tui4,[pʰai˩˩] [tui˥˥],pâitūi,pâi-tūi,phàitui,排隊,排隊,排隊
9908,phài-yên-kón,phài-yên-kón,phai2-yen1-kon3,[pʰai˩˩] [ien˨˦] [kon˧˩],pâiian kóng,pâi-ian kóng,phàiyênkón,排煙管,排煙管,排煙管
9909,pha̍k-chhiang,pha̍k-chhiang,phak5-chhiang4,[pʰak̚˥] [tɕʰiaŋ˥˥],pe̍h koh chhengkhì,pe̍h koh chheng-khì,pha̍kchhiang,白淨,白koh清氣,白淨
9910,pha̍k-chhiang,pha̍k-chhiang,phak5-chhiang4,[pʰak̚˥] [tɕʰiaŋ˥˥],pe̍htheh,pe̍h-theh,pha̍kchhiang,白淨,白theh,白淨
9911,pha̍k-chhiùng-hiông,pha̍k-chhiùng-hiông,phak5-chhiung2-hiong1,[pʰak̚˥] [tɕʰiuŋ˩˩] [hioŋ˨˦],pe̍hchhêng hiuⁿ,pe̍h-chhêng hiuⁿ,pha̍kchhiùng hiông,白松香,白松香,白松香
9912,pha̍k-chhoi,pha̍k-chhoi,phak5-chhoi4,[pʰak̚˥] [tsʰoi˥˥],pe̍hchhài,pe̍h-chhài,pha̍kchhoi,白菜,白菜,白菜
9913,pha̍k-chṳ́,pha̍k-chṳ́,phak5-chii3,[pʰak̚˥] [tsɨ˧˩],pe̍h chóa,pe̍h chóa,pha̍k chṳ́,白紙,白紙,白紙
9914,pha̍k-fôi,pha̍k-fôi,phak5-foi1,[pʰak̚˥] [foi˨˦],pe̍h hoe,pe̍h hoe,pha̍k fôi,白灰,白灰,白灰
9915,pha̍k-ho̍k-é,pha̍k-ho̍k-é,phak5-hok5-e3,[pʰak̚˥] [hok̚˥] [e˧˩],pe̍hho̍h,pe̍h-ho̍h,pha̍kho̍k'é,白鶴é,白鶴,白鶴
9916,pha̍k-kûng,pha̍k-kûng,phak5-kung1,[pʰak̚˥] [kuŋ˨˦],pe̍hkang,pe̍h-kang,pha̍kkûng,白工,白工,白工
9917,pha̍k-lì,pha̍k-lì,phak5-li2,[pʰak̚˥] [li˩˩],pe̍h lî'á,pe̍h lî-á,pha̍k lì,白驢,白驢,白驢
9918,pha̍k-mâ,pha̍k-mâ,phak5-ma1,[pʰak̚˥] [ma˨˦],pe̍h bé,pe̍h bé,pha̍k mâ,白馬,白馬,白馬
9919,pha̍k-mâ-nó,pha̍k-mâ-nó,phak5-ma1-no3,[pʰak̚˥] [ma˨˦] [no˧˩],pe̍h béló,pe̍h bé-ló,pha̍k mânó,白瑪瑙,白瑪瑙,白瑪瑙
9920,pha̍k-mô,pha̍k-mô,phak5-mo1,[pʰak̚˥] [mo˨˦],pe̍h mo͘,pe̍h mo͘,pha̍k mô,白毛,白毛,白毛
9921,pha̍k-mô,pha̍k-mô,phak5-mo1,[pʰak̚˥] [mo˨˦],pe̍h mo͘,pe̍h mo͘,pha̍k mô,白毛,白毛,白毛
9922,pha̍k-ngìn,pha̍k-ngìn,phak5-ngin2,[pʰak̚˥] [ɲin˩˩],pe̍hlâng,pe̍h-lâng,pha̍kngìn,白人,白人,白人
9923,pha̍k-ngit,pha̍k-ngit,phak5-ngit6,[pʰak̚˥] [ɲit̚˨],pe̍hji̍t,pe̍h-ji̍t,pha̍kngit,白日,白日,白日
9924,pha̍k-ngiu̍k,pha̍k-ngiu̍k,phak5-ngiuk5,[pʰak̚˥] [ɲiuk̚˥],pe̍h ge̍k,pe̍h ge̍k,pha̍k ngiu̍k,白玉,白玉,白玉
9925,pha̍k-ngiùn,pha̍k-ngiùn,phak5-ngiun2,[pʰak̚˥] [ɲiun˩˩],pe̍h gîn,pe̍h gîn,pha̍k ngiùn,白銀,白銀,白銀
9926,pha̍k-nui-chong,pha̍k-nui-chong,phak5-nui4-chong4,[pʰak̚˥] [nui˥˥] [tsoŋ˥˥],pe̍hlōechiòng,pe̍h-lōe-chiòng,pha̍knuichong,白內障,白內障,白內障
9927,pha̍k-pâu,pha̍k-pâu,phak5-pau1,[pʰak̚˥] [pau˨˦],pe̍hpau,pe̍h-pau,pha̍kpâu,白包,白包,白包
9928,pha̍k-pha̍k,pha̍k-pha̍k,phak5-phak5,[pʰak̚˥] [pʰak̚˥],pe̍hpe̍h,pe̍h-pe̍h,pha̍kpha̍k,白白,白白,白白
9929,pha̍k-phô,pha̍k-phô,phak5-pho1,[pʰak̚˥] [pʰo˨˦],pe̍h pho,pe̍h pho,pha̍k phô,白泡,白泡,白泡
9930,pha̍k-sâm,pha̍k-sâm,phak5-sam1,[pʰak̚˥] [sam˨˦],pe̍h saⁿ,pe̍h saⁿ,pha̍k sâm,白衫,白衫,白衫
9931,pha̍k-set,pha̍k-set,phak5-set6,[pʰak̚˥] [set̚˨],pe̍hsek,pe̍h-sek,pha̍kset,白色,白色,白色
9932,pha̍k-sí,pha̍k-sí,phak5-si3,[pʰak̚˥] [ɕi˧˩],pe̍hsí,pe̍h-sí,pha̍ksí,白死,白死,白死
9933,pha̍k-sien,pha̍k-sien,phak5-sien4,[pʰak̚˥] [ɕien˥˥],pe̍hsòaⁿ,pe̍h-sòaⁿ,pha̍ksien,白線,白線,白線
9934,pha̍k-sṳ̍t,pha̍k-sṳ̍t,phak5-siit5,[pʰak̚˥] [sɨt̚˥],pe̍hchia̍h,pe̍h-chia̍h,pha̍ksṳ̍t,白食,白食,白食
9935,pha̍k-thet,pha̍k-thet,phak5-thet6,[pʰak̚˥] [tʰet̚˨],pe̍h tiāu,pe̍h tiāu,pha̍k thet,白掉,白掉,白掉
9936,pha̍k-thông-chhà,pha̍k-thông-chhà,phak5-thong1-chha2,[pʰak̚˥] [tʰoŋ˨˦] [tsʰa˩˩],pe̍hkúnchúi,pe̍h-kún-chúi,pha̍kthôngchhà,白湯茶,白滾水,白開水
9937,pha̍k-yùn,pha̍k-yùn,phak5-yun2,[pʰak̚˥] [iun˩˩],pe̍hhûn,pe̍h-hûn,pha̍kyùn,白雲,白雲,白雲
9938,phan-cheu,phan-cheu,phan4-cheu4,[pʰan˥˥] [tseu˥˥],phōaⁿchàu,phōaⁿ-chàu,phancheu,伴奏,伴奏,伴奏
9939,phan-chok,phan-chok,phan4-chok6,[pʰan˥˥] [tsok̚˨],pāntoh,pān-toh,phanchok,辦桌,辦桌,辦桌
9940,phan-chok,phan-chok,phan4-chok6,[pʰan˥˥] [tsok̚˨],pāntoh,pān-toh,phanchok,辦桌,辦桌,辦桌
9941,phan-fap,phan-fap,phan4-fap6,[pʰan˥˥] [fap̚˨],pānhoat,pān-hoat,phanfap,辦法,辦法,辦法
9942,phan-hìn,phan-hìn,phan4-hin2,[pʰan˥˥] [hin˩˩],phòaⁿhêng,phòaⁿ-hêng,phanhìn,判刑,判刑,判刑
9943,phan-hó,phan-hó,phan4-ho3,[pʰan˥˥] [ho˧˩],pān hó,pān hó,phan hó,辦好,辦好,辦好
9944,phan-kau,phan-kau,phan4-kau4,[pʰan˥˥] [kau˥˥],poān kàu,poān kàu,phan kau,叛教,叛教,叛教
9945,phan-kiet,phan-kiet,phan4-kiet6,[pʰan˥˥] [kiet̚˨],phòaⁿkoat,phòaⁿ-koat,phankiet,判決,判決,判決
9946,phan-kôn,phan-kôn,phan4-kon1,[pʰan˥˥] [kon˨˦],phòaⁿkoaⁿ,phòaⁿ-koaⁿ,phankôn,判官,判官,判官
9947,phan-kûng,phan-kûng,phan4-kung1,[pʰan˥˥] [kuŋ˨˦],pānkong,pān-kong,phankûng,辦公,辦公,辦公
9948,phan-kûng-sṳt,phan-kûng-sṳt,phan4-kung1-siit6,[pʰan˥˥] [kuŋ˨˦] [sɨt̚˨],pānkong sek,pān-kong sek,phankûng sṳt,辦公室,辦公室,辦公室
9949,phan-lî,phan-lî,phan4-li1,[pʰan˥˥] [li˨˦],pānlí,pān-lí,phanlî,辦理,辦理,辦理
9950,phan-lon,phan-lon,phan4-lon4,[pʰan˥˥] [lon˥˥],poānloān,poān-loān,phanlon,判亂,判亂,判亂
9951,phan-mong,phan-mong,phan4-mong4,[pʰan˥˥] [moŋ˥˥],phànbōng,phàn-bōng,phanmong,盼望,盼望,盼望
9952,phan-ngia̍k,phan-ngia̍k,phan4-ngiak5,[pʰan˥˥] [ɲiak̚˥],poānge̍k,poān-ge̍k,phanngia̍k,叛逆,叛逆,叛逆
9953,phan-on,phan-on,phan4-on4,[pʰan˥˥] [on˥˥],pānàn,pā-nàn,phanon,辦案,辦案,辦案
9954,phan-pien,phan-pien,phan4-pien4,[pʰan˥˥] [pien˥˥],poānpiàn,poān-piàn,phanpien,叛變,叛變,叛變
9955,phan-sàng,phan-sàng,phan4-sang2,[pʰan˥˥] [saŋ˩˩],pān sêng,pān sêng,phan sàng,辦成,辦成,辦成
9956,phàn-son,phàn-son,phan2-son4,[pʰan˩˩] [son˥˥],kèōe,kè-ōe,phànson,盤算,計劃,計劃
9957,phan-sṳ,phan-sṳ,phan4-sii4,[pʰan˥˥] [sɨ˥˥],pānsū,pān-sū,phansṳ,辦事,辦事,辦事
9958,phan-tet,phan-tet,phan4-tet6,[pʰan˥˥] [tet̚˨],kham tit,kham tit,phan tet,盼得,kham得,捨得
9959,phan-thin,phan-thin,phan4-thin4,[pʰan˥˥] [tʰin˥˥],phòaⁿtēng,phòaⁿ-tēng,phanthin,判定,判定,判定
9960,phan-thù,phan-thù,phan4-thu2,[pʰan˥˥] [tʰu˩˩],poāntô͘,poān-tô͘,phanthù,叛徒,叛徒,叛徒
9961,phan-ton,phan-ton,phan4-ton4,[pʰan˥˥] [ton˥˥],phòaⁿtoàn,phòaⁿ-toàn,phanton,判斷,判斷,判斷
9962,Phàng,Phàng,Phang2,[pʰaŋ˩˩],Phêⁿ,Phêⁿ,Phàng,彭,彭,彭（姓氏）
9963,phàng-pai,phàng-pai,phang2-pai4,[pʰaŋ˩˩] [pai˥˥],phongphài,phong-phài,phàngpai,澎湃,phongphài,豐盛
9964,phàng-táng,phàng-táng,phang2-tang3,[pʰaŋ˩˩] [taŋ˧˩],pêⁿ'á téng,pêⁿ-á téng,phàng táng,棚頂,棚á頂,棚架上
9965,phang-thai,phang-thai,phang4-thai4,[pʰaŋ˥˥] [tʰai˥˥],pûi chutchut,pûi chut-chut,phangthai,胖大,肥chutchut,胖大
9966,phat-chhó,phat-chhó,phat6-chho3,[pʰat̚˨] [tsʰo˧˩],koah chháu,koah chháu,phat chhó,伐草,割草,割草
9967,phat-fó,phat-fó,phat6-fo3,[pʰat̚˨] [fo˧˩],ia̍t hóe,ia̍t hóe,phat fó,撥火,ia̍t火,搧火
9968,phat-fu,phat-fu,phat6-fu4,[pʰat̚˨] [fu˥˥],chhiahchabó͘,chhiah-cha-bó͘,phatfu,潑婦,赤chabó͘,潑婦
9969,pha̍t-lien,pha̍t-lien,phat5-lien4,[pʰat̚˥] [lien˥˥],phoa̍hliān,phoa̍h-liān,pha̍tlien,脖鍊,phoa̍h鍊,項鍊
9970,phat-liòng,phat-liòng,phat6-liong2,[pʰat̚˨] [lioŋ˩˩],siàn liâng,siàn liâng,phat liòng,撥涼,搧涼,搧涼
9971,phat-san,phat-san,phat6-san4,[pʰat̚˨] [san˥˥],ia̍t khôesìⁿ,ia̍t khôe-sìⁿ,phat san,撥扇,ia̍t 葵扇,搧扇子
9972,phat-súi,phat-súi,phat6-sui3,[pʰat̚˨] [sui˧˩],phoahchúi,phoah-chúi,phatsúi,潑水,phoah水,潑水
9973,phau-cha,phau-cha,phau4-cha4,[pʰau˥˥] [tsa˥˥],po̍kchà,po̍k-chà,phaucha,爆炸,爆炸,爆炸
9974,phàu-é,phàu-é,phau2-e3,[pʰau˩˩] [e˧˩],hiû'á,hiû-á,phàu'é,袍é,裘á,寬大夾層有棉絮的外衣
9975,phàu-è,phàu-è,phau2-e2,[pʰau˩˩] [e˩˩],khauto,khau-to,phàuè,鉋é,khau刀,鉋子
9976,phau-fat,phau-fat,phau4-fat6,[pʰau˥˥] [fat̚˨],po̍khoat,po̍k-hoat,phaufat,暴發,暴發,暴發
9977,phau-fat-fu,phau-fat-fu,phau4-fat6-fu4,[pʰau˥˥] [fat̚˨] [fu˥˥],po̍khoat hō͘,po̍k-hoat hō͘,phaufatfu,暴發戶,暴發戶,暴發戶
9978,phau-fûng,phau-fûng,phau4-fung1,[pʰau˥˥] [fuŋ˨˦],pōhong,pō-hong,phaufûng,暴風,暴風,暴風
9979,phau-fûng-khiên,phau-fûng-khiên,phau4-fung1-khien1,[pʰau˥˥] [fuŋ˨˦] [kʰien˨˦],pōhong kho͘'á,pō-hong kho͘-á,phaufûngkhiên,暴風圈,暴風圈,暴風圈
9980,phau-fûng-yí,phau-fûng-yí,phau4-fung1-yi3,[pʰau˥˥] [fuŋ˨˦] [i˧˩],pōhong ú,pō-hong ú,phaufûngyí,暴風雨,暴風雨,暴風雨
9981,phau-hàng,phau-hàng,phau4-hang2,[pʰau˥˥] [haŋ˩˩],pōhêng,pō-hêng,phauhàng,暴行,暴行,暴行
9982,phau-kiûn,phau-kiûn,phau4-kiun1,[pʰau˥˥] [kiun˨˦],pōkun,pō-kun,phaukiûn,暴君,暴君,暴君
9983,phau-li̍t,phau-li̍t,phau4-lit5,[pʰau˥˥] [lit̚˥],pōle̍k,pō-le̍k,phauli̍t,暴力,暴力,暴力
9984,phau-lon,phau-lon,phau4-lon4,[pʰau˥˥] [lon˥˥],pōloān,pō-loān,phaulon,暴亂,暴亂,暴亂
9985,phau-lu,phau-lu,phau4-lu4,[pʰau˥˥] [lu˥˥],pōlō͘,pō-lō͘,phaulu,暴露,暴露,暴露
9986,phau-mìn,phau-mìn,phau4-min2,[pʰau˥˥] [min˩˩],pōbîn,pō-bîn,phaumìn,暴民,暴民,暴民
9987,phàu-phiàng,phàu-phiàng,phau2-phiang2,[pʰau˩˩] [pʰiaŋ˩˩],khau pêⁿ,khau pêⁿ,phàu phiàng,鉋平,刨平,刨平
9988,phau-thù,phau-thù,phau4-thu2,[pʰau˥˥] [tʰu˩˩],pōtô͘,pō-tô͘,phauthù,暴徒,暴徒,暴徒
9989,phau-thung,phau-thung,phau4-thung4,[pʰau˥˥] [tʰuŋ˥˥],pōtōng,pō-tōng,phauthung,暴動,暴動,暴動
9990,phau-yí,phau-yí,phau4-yi3,[pʰau˥˥] [i˧˩],pōú,pō-ú,phauyí,暴雨,暴雨,暴雨
9991,phèn-yû,phèn-yû,phen2-yu1,[pʰen˩˩] [iu˨˦],pêngiú,pêng-iú,phènyû,朋友,朋友,朋友
9992,phèn-yû,phèn-yû,phen2-yu1,[pʰen˩˩] [iu˨˦],pêngiú,pêng-iú,phènyû,朋友,朋友,朋友
9993,phe̍t-chak,phe̍t-chak,phet5-chak6,[pʰet̚˥] [tsak̚˨],pa̍t chiah,pa̍t chiah,phe̍t chak,別隻,別隻,別隻
9994,phe̍t-chhu̍k,phe̍t-chhu̍k,phet5-chhuk5,[pʰet̚˥] [tsʰuk̚˥],pa̍t cho̍k,pa̍t cho̍k,phe̍t chhu̍k,別族,別族,別族
9995,phe̍t-chông,phe̍t-chông,phet5-chong1,[pʰet̚˥] [tsoŋ˨˦],pia̍tchong,pia̍t-chong,phe̍tchông,別莊,別莊,別墅
9996,phe̍t-chúng,phe̍t-chúng,phet5-chung3,[pʰet̚˥] [tsuŋ˧˩],pa̍tchióng,pa̍t-chióng,phe̍tchúng,別種,別種,別種
9997,phe̍t-kau,phe̍t-kau,phet5-kau4,[pʰet̚˥] [kau˥˥],pa̍t kàu,pa̍t kàu,phe̍t kau,別教,別教,別教
9998,phe̍t-ke,phe̍t-ke,phet5-ke4,[pʰet̚˥] [ke˥˥],pa̍t ê,pa̍t ê,phe̍t ke,別个,別个,別個
9999,phe̍t-koet,phe̍t-koet,phet5-koet6,[pʰet̚˥] [koet̚˨],pa̍t kok,pa̍t kok,phe̍t koet,別國,別國,別國
10000,phe̍t-miàng,phe̍t-miàng,phet5-miang2,[pʰet̚˥] [miaŋ˩˩],pa̍t miâ,pa̍t miâ,phe̍t miàng,別名,別名,別名
10001,phe̍t-ngìn,phe̍t-ngìn,phet5-ngin2,[pʰet̚˥] [ɲin˩˩],pa̍t lâng,pa̍t lâng,phe̍t ngìn,別人,別人,別人
10002,phe̍t-ngit,phe̍t-ngit,phet5-ngit6,[pʰet̚˥] [ɲit̚˨],pa̍t ji̍t,pa̍t ji̍t,phe̍t ngit,別日,改天,改天
10003,phe̍t-sà,phe̍t-sà,phet5-sa2,[pʰet̚˥] [sa˩˩],pa̍tê lâng,pa̍-tê lâng,phe̍t sà,別儕,別ê人,別人
10004,phe̍t-sàng,phe̍t-sàng,phet5-sang2,[pʰet̚˥] [saŋ˩˩],pa̍t siâⁿ,pa̍t siâⁿ,phe̍t sàng,別城,別城,別城
10005,phe̍t-thiàu,phe̍t-thiàu,phet5-thiau2,[pʰet̚˥] [tʰiau˩˩],pa̍t tiâu,pa̍t tiâu,phe̍t thiàu,別條,別條,別條
10006,phe̍t-vi,phe̍t-vi,phet5-vi4,[pʰet̚˥] [ʋi˥˥],pa̍t ūi,pa̍t ūi,phe̍t vi,別位,別處,別處
10007,phe̍t-yong,phe̍t-yong,phet5-yong4,[pʰet̚˥] [ioŋ˥˥],pa̍t iūⁿ,pa̍t iūⁿ,phe̍t yong,別樣,別樣,別樣
10008,phèu-chéu,phèu-chéu,pheu2-cheu3,[pʰeu˩˩] [tseu˧˩],phiau cháu,phiau cháu,phèu chéu,薸走,漂走,漂走
10009,phêu-chéu,phêu-chéu,pheu1-cheu3,[pʰeu˨˦] [tseu˧˩],phiau cháu,phiau cháu,phêu chéu,漂走,漂走,漂走
10010,phêu-chún,phêu-chún,pheu1-chun3,[pʰeu˨˦] [tsun˧˩],phiauchún,phiau-chún,phêuchún,標準,標準,標準
10011,phèu-é,phèu-é,pheu2-e3,[pʰeu˩˩] [e˧˩],phûphiô,phû-phiô,phèu'é,薸é,浮萍,浮萍
10012,phèu-hi,phèu-hi,pheu2-hi4,[pʰeu˩˩] [hi˥˥],phû khì,phû khì,phèu hi,浮去,浮去,浮去
10013,phèu-hí,phèu-hí,pheu2-hi3,[pʰeu˩˩] [hi˧˩],phû khí,phû khí,phèu hí,浮起,浮起,浮起
10014,phêu-hi,phêu-hi,pheu1-hi4,[pʰeu˨˦] [hi˥˥],phiau khì,phiau khì,phêu hi,漂去,漂去,漂去
10015,phèu-hí-lòi,phèu-hí-lòi,pheu2-hi3-loi2,[pʰeu˩˩] [hi˧˩] [loi˩˩],phû khí lâi,phû khí lâi,phèuhílòi,浮起來,浮起來,浮起來
10016,phèu-khat,phèu-khat,pheu2-khat6,[pʰeu˩˩] [kʰat̚˨],phûkhek,phû-khek,phèukhat,浮刻,浮刻,浮刻
10017,phêu-liù,phêu-liù,pheu1-liu2,[pʰeu˨˦] [liu˩˩],phiauliû,phiau-liû,phêuliù,漂流,漂流,漂流
10018,phèu-lòi,phèu-lòi,pheu2-loi2,[pʰeu˩˩] [loi˩˩],phû lâi,phû lâi,phèu lòi,浮來,浮來,浮來
10019,phêu-lòi,phêu-lòi,pheu1-loi2,[pʰeu˨˦] [loi˩˩],phiau lâi,phiau lâi,phêu lòi,漂來,漂來,漂來
10020,phêu-ngî,phêu-ngî,pheu1-ngi1,[pʰeu˨˦] [ɲi˨˦],piaugí,piau-gí,phêungî,標語,標語,標語
10021,phèu-pha̍k,phèu-pha̍k,pheu2-phak5,[pʰeu˩˩] [pʰak̚˥],phiòpe̍h,phiò-pe̍h,phèupha̍k,漂白,漂白,漂白
10022,phèu-phang-é,phèu-phang-é,pheu2-phang4-e3,[pʰeu˩˩] [pʰaŋ˥˥] [e˧˩],phûtāng,phû-tāng,phèuphang'é,浮phang'é,浮重,釣魚用的浮標
10023,phêu-pu,phêu-pu,pheu1-pu4,[pʰeu˨˦] [pu˥˥],phiò pò͘,phiò pò͘,phêu pu,漂布,漂布,漂布
10024,phêu-san,phêu-san,pheu1-san4,[pʰeu˨˦] [san˥˥],phiausàn,phiau-sàn,phêusan,飄散,飄散,飄散
10025,pheu-sién,pheu-sién,pheu4-sien3,[pʰeu˥˥] [ɕien˧˩],phiòsoán,phiò-soán,pheusién,票選,票選,票選
10026,phêu-thì,phêu-thì,pheu1-thi2,[pʰeu˨˦] [tʰi˩˩],phiautê,phiau-tê,phêuthì,標題,標題,標題
10027,phêu-to,phêu-to,pheu1-to4,[pʰeu˨˦] [to˥˥],phiau kah,phiau kah,phêu to,漂到,漂kah,漂到
10028,phèu-yùn,phèu-yùn,pheu2-yun2,[pʰeu˩˩] [iun˩˩],phûhûn,phû-hûn,phèuyùn,浮雲,浮雲,浮雲
10029,phì,phì,phi2,[pʰi˩˩],pûi,pûi,phì,肥,肥,胖
10030,phi-ang-ang,phi-ang-ang,phi4-ang4-ang4,[pʰi˥˥] [aŋ˥˥] [aŋ˥˥],phīⁿ àngàng,phīⁿ àn-gàng,phi angang,鼻齆齆,鼻àngàng,鼻音重
10031,phì-chhong,phì-chhong,phi2-chhong4,[pʰi˩˩] [tsʰoŋ˥˥],pîchōng,pî-chōng,phìchhong,脾臟,脾臟,脾臟
10032,phì-chong,phì-chong,phi2-chong4,[pʰi˩˩] [tsoŋ˥˥],pûichòng,pûi-chòng,phìchong,肥壯,肥壯,肥碩
