ID,Hakfa_FHL_Unicode,Hanzi,Hakfa_HanLo,Taigi_FHL_Unicode,Taigi_HanLo,Hua-gi
392,chêu-sṳ̀n,chêusṳ̀n,朝晨,chákhí,早起時,早晨
393,chêu-sṳ̀n-thèu,chêusṳ̀nthèu,朝晨頭,chákhísî,早起時,早晨
394,cheu-sṳ̍t,cheusṳ̍t,照實,chiàusi̍t,照實,照實
395,cheu-tén,cheutén,照著,teh chiò,teh照,照著
396,chêu-thai,chêuthai,招待,chiauthāi,招待,招待
397,chéu-thet,chéu thet,走忒,cháu khì,走去,走了
398,cheu-kiang-é,cheu kiang'é,照鏡é,chiò kiàⁿ,照鏡,照鏡子
399,cheu-tó,cheu tó,照到,chiò tio̍h,照tio̍h,照到
400,chéu-to,chéuto,走到,cháu kàu,走到,走到
401,chêu-yéng,chêuyéng,朝陽,tiauiông,朝陽,朝陽
402,chêu-yèu,chêuyèu,招搖,chiauiâu,招搖,招搖
403,cheu-yok,cheuyok,照約,chiàu iok,—,照約
404,cheu-yong,cheuyong,照樣,chiàu iūⁿ,—,照樣
405,ngiù-ak,ngiùak,牛軛,gûak,牛軛,牛軛
406,chhâ-cham,chhâcham,車站,chhiathâu,車頭,車站
407,chhà-chhìm,chhàchhìm,查尋,chasûn,查尋,查尋
408,chhâ-chho,chhâchho,差錯,chhachhò,差錯,差錯
409,chhá-tet-yén,chhátet yén,差得遠,chha hn̄g leh,差遠leh,差得遠
410,chhâ-chhui,chhâchhui,車隊,chhiatūi,車隊,車隊
411,chhà-chhut,chhà chhut,查出,chhâ chhut,查出,查出
412,chhá-mièn-mièn,chhá miènmièn,扯綿綿,thiah kah nōakô͘kô͘,拆kah爛糊糊,撕得很破爛
413,chhap-é,chhap'é,叉é,chhiám'á,攕á,叉子
414,chhâ-é,chhâ'é,車é,chhia'á,車á,車子
415,chhâ-fà,chhâfà,奢華,chhiahoa,奢華,奢華
416,chhá-fan,chháfan,扯飯,lo̍hpn̄g,落飯,下飯
417,chhâ-fo,chhâfo,車禍,chhiahō,車禍,車禍
418,chhà-fù,chhàfù,茶壺,têkó͘,茶壺,茶壺
419,chhà-fún,chhà fún,搽粉,boah hún,抹粉,抹粉
420,chhà-kháu,chhàkháu,查考,chakhó,查考,查考
421,chhá-khôi,chhákhôi,扯開,giú khui,giú開,扯開
422,chhà-khon,chhàkhon,查看,chakhòaⁿ,查看,查看
423,chhà-mòng,chhàmòng,查亡,khanbông,牽亡,查靈
424,chhà-ko,chhà ko,查過,chhâ kòe,查過,查過
425,chhà-kû,chhàkû,茶籸,têkho͘,茶箍,肥皂
426,chhá-lan,chhálan,扯爛,lāmsám kóng,lāmsám講,扯爛
427,chhá-lie̍t,chhálie̍t,扯裂,thiahli̍h,拆裂,扯裂
428,chhâ-lìn,chhâlìn,車輪,chhialián,車lián,車輪
429,chhâ-liòng,chhâliòng,車輛,chhialióng,車輛,車輛
430,chha-lu,chhalu,岔路,chhe lō͘,叉路,岔路
431,chhâ-lu,chhâlu,叉路,chhelō͘,叉路,叉路
432,chhâ-lu,chhâ lu,車路,chhia lō͘,馬路,馬路
433,chhâ-lu-héu,chhâluhéu,叉路口,chhelō͘ kháu,叉路口,叉路口
434,chhâ-m̀-tô,chhâm̀tô,差毋多,chhaputto,差不多,差毋多
435,chhâ-mâ,chhâmâ,車馬,chhiabé,車馬,車馬
436,chhà-mìn,chhàmìn,查明,chabêng,查明,查明
437,chhà-mun,chhàmun,查問,chamn̄g,查問,查問
438,chhà-ngiam,chhàngiam,查驗,chagiām,查驗,查驗
439,chhâ-ngoi,chhângoi,車外,chhia gōa,車外,車外
440,chhâ-phe̍t,chhâphe̍t,差別,chhapia̍t,差別,差別
441,chhà-phien,chhà phien,查遍,cha piàn,查遍,查遍
442,chhà-pî,chhàpî,茶杯,têau,茶甌,茶杯
443,chhâ-pu-sùn,chhâ pusùn,車布脣,chhia pò͘piⁿ,車布邊,車布邊
444,chhâ-sîm,chhâsîm,車心,chhiasim,車心,車軸
445,chhà-sû,chhàsû,查收,chasiu,查收,查收
446,chhâ-táng,chhâtáng,車頂,chhiaténg,車頂,車頂
447,chhâ-tên,chhâ tên,車燈,chhia teng,車燈,車燈
448,chhà-tham,chhàtham,查探,chathàm,查探,查探
449,chhá-thôn,chháthôn,扯斷,chhoah tn̄g,chhoah斷,扯斷
450,chhà-tó,chhàtó,查到,chhâ tio̍h,查到,查到
451,chhà-vàn,chhà vàn,查完,chhâ oân,查完,查完
452,chhái-chhí,chháichhí,採取,chháichhú,採取,採取
453,chhai-chhòng,chhaichhòng,在場,chāitiûⁿ,在場,在場
454,chhái-fóng,chháifóng,採訪,chháihóng,採訪,採訪
455,chhài-fùng,chhàifùng,裁縫,chhâihông,裁縫,裁縫
456,chhâi-hi,chhâihi,差去,chhe khì,差去,差去
457,chhâi-khién,chhâikhién,差遣,chhekhián,差遣,差遣
458,chhài-kiet,chhàikiet,裁決,chhâikoat,裁決,裁決
459,chhái-kûng,chháikûng,採工,chhái kang,採工,採工
460,chhâi-lòi,chhâilòi,差來,chhe lâi,差來,差來
461,chhai-lòi-mí,chhailòi mí,在來米,chāilâi bí,在來米,在來米
462,chhái-na̍p,chháina̍p,採納,chháila̍p,採納,採納
463,chhai-ngoi,chhaingoi,在外,chāigōa,在外,在外
464,chhai-nui,chhainui,在內,chāilāi,在內,在內
465,chhâi-pán-é,chhâipán'é,搓粄é,so kóe,搓粿,搓揉粄團
466,chhâi-phai,chhâiphai,差派,chhephài,差派,差派
467,chhài-phan,chhàiphan,裁判,chhâiphòaⁿ,裁判,裁判
468,chhái-sa̍k-chhòng,chháisa̍kchhòng,採石場,chhái chio̍h tiûⁿ,採石場,採石場
469,chhai-sâng,chhaisâng,在生,chāiseng,在生,在生
470,chhái-set,chháiset,彩色,chháisek,彩色,彩色
471,chhai-siên,chhaisiên,在先,chāi seng,在先,在先
472,chhai-sṳ,chhaisṳ,在世,chāisè,在世,在世
473,chhái-tha̍p,chháitha̍p,踩踏,chháita̍h,踩踏,踩踏
474,chhai-thi,chhaithi,在地,chāitē,在地,在地
475,chhai-thiên,chhaithiên,在天,chāi thiⁿ,在天,在天
476,chhai-vi,chhaivi,在位,chāiūi,在位,在位
477,chhai-yá-vi,chhaiyávi,在liá位,tī chia,tī chia,在這裡
478,chhái-yî,chháiyî,彩衣,chhái i,彩衣,彩衣
479,chhái-yung,chháiyung,採用,chháiiōng,採用,採用
480,chhâi-yung,chhâiyung,差用,chheēng,差用,差用
481,chhak-chhun,chhakchhun,尺寸,chhiohchhùn,尺寸,尺寸
482,chhak-cho,chhakcho,拆做,thiah chò,拆做,拆做
483,chhak-fái,chhakfái,拆壞,thiah pháiⁿ,拆pháiⁿ,拆壞
484,chhak-hâ,chhakhâ,拆下,thiah lo̍h lâi,拆落來,拆下
485,chhak-khôi,chhakkhôi,拆開,thiah khui,拆開,拆開
486,chhak-kiok,chhakkiok,赤腳,chhiahkha,赤腳,赤腳
487,chha̍k-làn,chha̍klàn,柵欄,salân,柵欄,柵欄
488,chhak-ngiù,chhakngiù,赤牛,chhiahgû,黃牛,黃牛
489,chhak-ngiù-é,chhakngiù'é,赤牛é,chhiahgû'á,赤牛á,黃牛
490,chhak-pok,chhakpok,赤膊,chhiah pok,赤膊,赤膊
491,chhak-san,chhaksan,拆散,thiahsòaⁿ,拆散,拆散
492,chhak-set,chhakset,赤色,âng sek,紅色,紅色
493,chhak-sṳ̂n,chhaksṳ̂n,赤身,chhiahsin,赤身,赤身
494,chhak-thet,chhakthet,拆掉,thiah tiāu,拆掉,拆掉
495,chhak-vuk,chhakvuk,拆屋,thiah chhù,拆厝,拆屋
496,chhâm-cheu,chhâmcheu,參照,chhamchiàu,參照,參照
497,chhâm-chhâm-é,chhâmchhâm'é,參參é,chhaputto,差不多,差不多
498,chhâm-chha̍p,chhâmchha̍p,摻雜,chhamcha̍p,摻雜,摻雜
499,chhám-chong,chhámchong,慘狀,chhámchōng,慘狀,慘狀
500,chhám-è,chhám è,慘了,chhám loh,慘loh,慘了
501,chhâm-fún,chhâmfún,摻粉,chham hún,摻粉,摻粉
502,chhâm-kâ,chhâmkâ,參加,chhamka,參加,參加
503,chhâm-kháu,chhâmkháu,參考,chhamkhó,參考,參考
504,chhâm-mèu,chhâmmèu,參謀,chhambô͘,參謀,參謀
505,chhám-sí,chhámsí,慘死,chhámsí,慘死,慘死
506,chhâm-siòng,chhâmsiòng,參詳,chhamsiông,參詳,參詳
507,chhâm-soi-chá,chhâmsoichá,參賽者,chhamsài chiá,參賽者,參賽者
508,chhâm-tén,chhâm tén,摻著,chham leh,摻leh,摻著
509,chhâm-thùng,chhâmthùng,摻銅,chham tâng,摻銅,摻銅
510,chhâm-to,chhâmto,摻到,chham kah,摻到,摻到
511,chhàn-chhàn,chhànchhàn,纏纏,kô͘kô͘ tîⁿ,kôkô纏,纏纏
512,chhán-chhù,chhánchhù,鏟除,chhántû,鏟除,鏟除
513,chhàn-chong,chhànchong,殘障,chânchiòng,殘障,殘障
514,chhán-é,chhán'é,鏟é,chhán'á,鏟á,鏟子
515,chhàn-fi,chhànfi,殘廢,chânhòe,殘廢,殘廢
516,chhàn-he̍t,chhànhe̍t,纏住,tîⁿ tiâu,纏住,纏住
517,chhàn-hó,chhànhó,纏好,tîⁿ hó,纏好,纏好
518,chhàn-hoi,chhànhoi,殘害,chânhāi,殘害,殘害
519,chhan-lan,chhanlan,燦爛,chhànlān,燦爛,燦爛
520,chhàn-ngiûn,chhànngiûn,殘忍,chânjím,殘忍,殘忍
521,chhàn-pan,chhànpan,纏絆,tiⁿpôaⁿ,纏絆,纏絆
522,chhàn-pâu,chhànpâu,蠶包,niû'á kián,蠶á繭,蠶繭
523,chhàn-phau,chhànphau,殘暴,chânpō,殘暴,殘暴
524,chhàn-sat,chhànsat,殘殺,chânsat,殘殺,殘殺
525,chhàn-sian,chhànsian,纏線,tîⁿ sòaⁿ,纏線,纏線
526,chhàn-sṳ̂,chhànsṳ̂,蠶絲,niū'á si,蠶絲,蠶絲
527,chhan-sún,chhansún,綻筍,puh gê,puh芽,發芽
528,chhàn-sṳ̂n,chhànsṳ̂n,纏身,tîⁿsin,纏身,纏身
529,chhàn-tén,chhàntén,纏著,teh tîⁿ,teh纏,纏著
530,chhàn-teu,chhànteu,纏鬥,tîⁿtàu,纏鬥,纏鬥
531,chhàn-tó,chhàntó,纏到,tîⁿ tio̍h,纏tio̍h,纏到
532,Chhang Nùm-yùng,Chhang Nùmyùng,鄭南榕,Tēⁿ Lâmiông,鄭南榕,鄭南榕
533,chhang-hí,chhang hí,撐起,kēng khí,kēng起,撐起
534,chhang-khôi,chhangkhôi,撐開,thèⁿ khui,撐開,撐開
535,chhang-páu,chhangpáu,撐飽,pátiùⁿ,飽脹,撐飽
536,chhang-sòn,chhangsòn,撐船,theⁿchûn,撐船,撐船
537,chhang-tén,chhangtén,撐著,theⁿ leh,撐leh,撐著
538,chhang-thai,chhangthai,撐大,thèⁿ tōa,撐大,撐大
539,chhàng-thu,chhàngthu,程度,thêngtō͘,程度,程度
540,chhang-to,chhangto,撐到,theⁿ kah,撐kah,撐到
541,chha̍p-chhó,chha̍pchhó,雜草,cha̍pchháu,雜草,雜草
542,chhap-choi,chhapchoi,插嘴,chhapchhùi,插嘴,插嘴
543,chha̍p-chṳt,chha̍pchṳt,雜質,cha̍pchit,雜質,雜質
544,chha̍p-chṳt,chha̍pchṳt,雜誌,cha̍pchì,雜誌,雜誌
545,chhap-é,chhap'é,插é,chhe'á,叉á,叉子
546,chhap-fâ,chhapfâ,插花,chhah hoe,插花,插花
547,chhap-khiuk,chhapkhiuk,插曲,chhahkhek,插曲,插曲
548,chhap-ngi̍p,chhapngi̍p,插入,chhah ji̍p,插入,插入
549,chhap-sṳ-kú,chhapsṳ kú,插事牯,kepô lāukâu,加婆老猴,愛管閒事的男人
550,chhap-sṳ-mà,chhapsṳ mà,插事mà,kepô chabó͘ lâng,加婆chabó͘人,愛管閒事的女子
551,chhap-tó,chhaptó,插到,chhah tio̍h,插tio̍h,插到
552,chha̍t-chéu,chha̍t chéu,撤走,thiat cháu,撤走,撤走
553,chha̍t-hi,chha̍t hi,撤去,thiat khì,撤去,撤去
554,chhat-ngiam,chhatngiam,察驗,chhatgiām,察驗,察驗
555,chha̍t-sêu,chha̍tsêu,撤消,thiatsiau,撤消,撤消
556,chha̍t-tái,chha̍ttái,徹底,thiatté,徹底,徹底
557,chha̍t-thet,chha̍tthet,撤掉,thiat tiāu,撤掉,撤掉
558,chhat-thôn,chhatthôn,掣斷,chhoah tn̄g,chhoah斷,掣斷
559,chha̍t-thui,chha̍tthui,撤退,thiatthè,撤退,撤退
560,chhâu-chám,chhâuchám,抄斬,chhauchám,抄斬,抄斬
561,chhâu-fàn,chhâufàn,操煩,chhauhoân,操煩,操煩
562,chhâu-fàn,chhâufàn,操煩,chhauhoân,操煩,操煩
563,chhâu-fàn,chhâufàn,操煩,chhauhoân,操煩,操煩
564,chháu-hiông,chháu hiông,炒香,khiàn phang,khiàn phang,炒香
565,chhâu-lien,chhâulien,操練,chhauliān,操練,操練
566,chhâu-lò,chhâulò,操勞,chhaulô,操勞,操勞
567,chhàu-nau,chhàunau,吵鬧,chhánāu,吵鬧,吵鬧
568,chhàu-ngìn,chhàu ngìn,吵人,chhá lâng,吵人,吵人
569,chhâu-pún,chhâupún,抄本,chhaupún,抄本,抄本
570,chhàu-sâng,chhàu sâng,吵聲,chhá siaⁿ,吵聲,吵聲
571,chhâu-siá,chhâusiá,抄寫,chhausiá,抄寫,抄寫
572,chhàu-siáng,chhàusiáng,吵醒,chhá chhéⁿ,吵醒,吵醒
573,chhàu-sii,chhàusii,吵事,oanke,冤家,吵架
574,chhâu-sîm,chhâusîm,操心,chhausim,操心,操心
575,chhâu-sû,chhâusû,抄書,chhau su,抄書,抄書
576,chhàu-tén,chhàu tén,吵著,teh chhá,teh吵,吵著
577,chhàu-tó,chhàu tó,吵到,chhá tio̍h,吵tio̍h,吵到
578,chhè-chhiòn,chhèchhiòn,齊全,chêchoân,齊全,齊全
579,chhè-chhut,chhè chhut,齊出,chhê chhut,齊出,齊出
580,chhè-héu,chhèhéu,齊口,khó͘ hoe,苦花,高山鯝魚
581,chhè-li̍t,chhèli̍t,齊力,chêla̍t,齊力,齊力
582,chhè-lòi,chhè lòi,齊來,chê lâi,齊來,齊來
583,chhê-mà,chhêmà,癡mà,chhit'á khoe,七á詼,花癡
584,chhè-phi,chhèphi,齊備,chiâupī,齊備,齊備
585,chhe-phiang,chhephiang,遰病,thoânjiám,傳染,傳染
586,chhè-sâng,chhèsâng,齊聲,chêsiaⁿ,齊聲,齊聲
587,chhè-sîm,chhèsîm,齊心,chêsim,齊心,同心
588,chhè-si̍p,chhèsi̍p,齊集,chiâu chi̍p,齊集,齊集
589,chhe-tó,chhetó,遰到,òe tio̍h,穢tio̍h,被傳染
590,chhên,chhên,噌,aichhan,哀chhan,呻吟
591,chhên-sâng,chhênsâng,噌聲,aichhan siaⁿ,哀chhan聲,呻吟聲
592,chhên-sâng,chhênsâng,呻聲,haiⁿhaiⁿ kiò,haiⁿ-haiⁿ叫,呻吟聲
593,chhet-chhut,chhetchhut,測出,chhek chhut,測出,測出
594,chhe̍t-é,chhe̍t'é,賊é,chha̍t'á,賊á,小偷
595,chhet-lio̍k,chhetlio̍k,策略,chheklio̍k,策略,策略
596,chhet-liòng,chhetliòng,測量,chhekliông,測量,測量
597,chhet-thu,chhetthu,測度,chhekto̍k,測度,測度
598,chheu-chheu,chheuchheu,瘦瘦,sánsán,瘦瘦,瘦瘦
599,chhêu-chhut,chhêuchhut,超出,chhiau chhut,超出,超出
600,chhèu-fó,chhèufó,柴火,chhâhóe,柴火,柴火
601,chheu-fon,chheufon,召喚,tiàuhoàn,召喚,召喚
602,chhèu-fu̍k,chhèufu̍k,朝服,tiâuho̍k,朝服,朝服
603,chhêu-khi̍p,chhêukhi̍p,超級,chhiaukip,超級,超級
604,chheu-kia̍p-kia̍p,chheukia̍pkia̍p,瘦夾夾,sán pipa,瘦pipa,瘦巴巴
605,chhèu-kien,chhèukien,朝見,tiâukìⁿ,朝見,朝見
606,chhêu-ko,chhêuko,超過,chhiaukòe,超過,超過
607,chhèu-liù,chhèuliù,潮流,tiâuliû,潮流,潮流
608,chheu-ngio̍k,chheungio̍k,瘦弱,sán koh lám,瘦koh lám,瘦弱
609,chheu-ngiuk,chheu ngiuk,瘦肉,sán bah,瘦肉,瘦肉
610,chhèu-pai,chhèupai,朝拜,tiâupài,朝拜,朝拜
611,chhèu-sak,chhèu sak,柴析,chhâ tè,柴塊,柴塊
612,chhèu-sṳn,chhèusṳn,朝聖,tiâusèng,朝聖,朝聖
613,chhèu-táng,chhèu táng,柴頂,chhâ téng,柴頂,柴頂
614,chheu-tén,chheutén,嚼著,kā leh,咬leh,嚼著
615,chhèu-thèu-hi,chhèuthèu hi,樵頭戲,pò͘tē hì,布袋戲,木偶戲
616,chhèu-thoi,chhèuthoi,朝代,朝代,朝代,朝代
617,chhêu-ye̍t,chhêuye̍t,超越,chhiauoa̍,超越,超越
618,chhêu-ye̍t-sin,chhêuye̍tsin,超越性,chhiauoa̍t sèng,超越性,超越性
619,chhî-chhám,chhîchhám,悽慘,chhámchhám,悽慘,悽慘
620,chhî-chhiap,chhîchhiap,妻妾,chhechhiap,妻妾,妻妾
621,chhî-é,chhî'é,篩é,thai'á,篩á,篩子
622,chhi-fi,chhifi,聚會,chūhōe,聚會,聚會
623,chhî-khiû-é,chhîkhiû'é,妻舅é,chhekū'á,妻舅á,小舅子
624,chhî-kuk,chhîkuk,篩榖,thai chhek,篩粟,篩榖
625,chhî-liòng,chhîliòng,淒涼,chheliông,淒涼,淒涼
626,chhi-meu,chhimeu,趣妙,chhùbī,趣味,趣味
627,ôn-miàng-é,ônmiàngé,安名é,hōmiâ,號名,取名
628,chhî-ngiuk,chhîngiuk,鮮肉,chhiⁿbah,鮮肉,鮮肉
629,chhí-seu,chhíseu,取笑,thíchhiò,恥笑,取笑
630,chhí-sêu,chhísêu,取消,chhúsiau,取消,取消
631,chhi-si̍p,chhisi̍p,聚集,chūchi̍p,聚集,聚集
632,chhí-súi,chhísúi,取水,chhú chúi,取水,取水
633,chhî-thet,chhîthet,篩掉,thai tiāu,篩掉,篩掉
634,chhí-thoi,chhíthoi,取代,chhútāi,取代,取代
635,chhí-yung,chhíyung,取用,chhúiōng,取用,取用
636,chhià-chéu,chhiàchéu,斜走,oaichhiâ,歪斜,歪掉了
637,chhia-lî,chhialî,謝禮,siālé,謝禮,謝禮
638,chhia-thet,chhiathet,謝掉,siā tiāu,謝掉,謝掉
639,chhiak-mióng,chhiakmióng,織網,chit bāng,織網,織網
640,chhiak-ngiak,chhiakngiak,刺額,sampat,三八,三八
641,chhiak-sṳ̀n,chhiaksṳ̀n,織成,chit chiâⁿ,織成,織成
642,chhiam-chhiam,chhiamchhiam,漸漸,chiāmchiām,漸漸,漸漸
643,chhiam-chhiam-é,chhiamchhiam'é,漸漸é,chiāmchiām'á,漸漸á,漸漸的
644,chhiam-he̍t,chhiamhe̍t,暫住,chiāmtòa,暫tòa,暫住
645,chhiâm-miàng,chhiâmmiàng,簽名,chhiammiâ,簽名,簽名
646,chhiam-sṳ̀,chhiamsṳ̀,暫時,chiāmsî,暫時,暫時
647,chhiâm-sû,chhiâmsû,簽收,chhiamsiu,簽收,簽收
648,chhiâm-sṳ,chhiâmsṳ,簽字,chhiamjī,簽字,簽字
649,chhiam-thìn,chhiamthìn,暫停,chiāmthêng,暫停,暫停
650,chhiam-tung-ngìn,chhiamtungngìn,漸凍人,chiāmtònglâng,漸凍人,漸凍人
651,chhiâm-yok,chhiâmyok,簽約,chhiamiok,簽約,簽約
652,chhiâng-chhiâng,chhiângchhiâng,清清,chhèngchhèng,清清,清徹
653,chhiáng-chhô,chhiángchhô,請坐,chhiáⁿ chē,請坐,請坐
654,chhiâng-chhó,chhiângchhó,青草,chheⁿchháu,青草,青草
655,chhiâng-chhoi,chhiângchhoi,青菜,chheⁿchhài,青菜,青菜
656,chhiâng-chhui,chhiângchhui,青翠,chheⁿchhùi,青翠,青翠
657,chhiang-chhûn,chhiangchhûn,淨chhûn,chí chhun,只chhun,只剩
658,chhiâng-chhûn,chhiângchhûn,青春,chhengchhun,青春,青春
659,chhiâng-é,chhiâng'é,青é,chheⁿ'á,菁á,檳榔
660,chhianǵ-he,chhianǵhe,淨係,chísī,只是,只是
661,chhiang-he̍t,chhianghe̍t,淨住,kantaⁿ tòa,kantaⁿ tòa,只住
662,chhiáng-hi,chhiánghi,請去,chhiáⁿ khì,請去,請去
663,chhiáng-ká,chhiángká,請假,chhéngkà,請假,請假
664,chhiáng-kau,chhiángkau,請教,chhéngkàu,請教,請教
665,chhiáng-khiù,chhiángkhiù,請求,chhéngkiû,請求,請求
666,chhiáng-khon,chhiángkhon,請看,chhiáⁿ khòaⁿ,請看,請看
667,chhiâng-kîn,chhiângkîn,青筋,chheⁿ kin,青筋,青筋
668,chhiang-kóng,chhiangkóng,淨講,kantaⁿ kóng,kantaⁿ講,只講
669,chhiáng-kóng,chhiángkóng,請講,chhiáⁿ kóng,請講,請講
670,chhiâng-kông-ngién,chhiângkông ngién,青光眼,chheⁿkong gán,青光眼,青光眼
671,chhiang-ku,chhiangku,淨顧,kantaⁿ kò͘,kantaⁿ顧,只顧
672,chhiang-li,chhiangli,淨浰,chhengkhì,清氣,乾淨
673,chhiâng-lì-lì-ê,chhiâng lìlìê,青離離ê,chheⁿ le̍kle̍k,青綠綠,綠綠的
674,chhiáng-lîm,chhiánglîm,請lîm,chhiàⁿ lim,請lim,請喝
675,chhiâng-liu̍k-set,chhiângliu̍kset,青綠色,chheⁿle̍k sek,青綠色,青綠色
676,chhiáng-lòi,chhiánglòi,請來,chhiáⁿ lâi,請來,請來
677,chhiâng-miâng,chhiângmiâng,青瞑,chheⁿmê,chheⁿmê,失明
678,chhiâng-mien-tiâu,chhiângmien tiâu,青面鳥,chhengbêng hó͘,青面虎,易怒者
679,chhiáng-mun,chhiángmun,請問,chhiáⁿ mn̄g,請問,請問
680,chhiâng-ngièn,chhiângngièn,青年,chhengliân,青年,青年
681,chhiâng-ngièn-kiûn,chhiângngiènkiûn,青年軍,chhengliân kun,青年軍,青年軍
682,chhiáng-ngìn,chhiángngìn,請人,chhiáⁿ lângkheh,請人客,請客
683,chhiáng-ngi̍p,chhiángngi̍p,請入,chhiáⁿ ji̍p,請入,請入
684,chhiâng-ngiu̍k,chhiângngiu̍k,青玉,chheⁿge̍k,青玉,青玉
685,chhiâng-nun,chhiângnun,青嫩,chheⁿchíⁿ,青chíⁿ,青嫩
686,chhiáng-ôn,chhiángôn,請安,chhéngan,請安,請安
687,chhiâng-sân,chhiângsân,青山,chhengsan,青山,青山
688,chhiâng-set,chhiângset,青色,chheⁿsek,青色,青色
689,chhiáng-sṳ,chhiángsṳ,請示,chhéngsī,請示,請示
690,chhiang-súi,chhiangsúi,淨水,chhengchúi,清水,乾淨的水
691,chhiáng-tén,chhiángtén,請等,chhiáⁿ tán,請等,請等
692,chhiáng-thâng,chhiángthâng,請聽,chhiáⁿ thiaⁿ,請聽,請聽
693,chhiang-tî,chhiangtî,淨知,kantaⁿ chai,kantaⁿ知,只知
694,chhiáng-to,chhiángto,請到,chhiáⁿ kàu,請到,請到
695,chhiang-voi,chhiangvoi,淨會,kantaⁿ ē hiáu,kantaⁿ ē曉,只會
696,chhiâng-ya̍p,chhiângya̍p,青葉,chheⁿ hio̍h,青葉,青葉
697,chhiáng-yung,chhiángyung,請用,chhiáⁿ ēng,請用,請用
698,chhia̍p-yun-cham,chhia̍pyun cham,捷運站,chia̍tūn chām,捷運站,捷運站
699,chhièn-chhàng,chhiènchhàng,前程,chiântêng,前程,前程
700,chhièn-chhòi,chhiènchhòi,錢財,chîⁿchâi,錢財,錢財
701,chhièn-chhú,chhiènchhú,錢鼠,chîⁿchhí,錢鼠,錢鼠
702,chhièn-chhui,chhiènchhui,前隊,chêng tūi,前隊,前隊
703,chhièn-chin,chhiènchin,前進,chiânchìn,前進,前進
704,chhièn-fông,chhiènfông,前方,chiânhong,前方,前方
705,chhiên-fông,chhiênfông,千方,chhian hong,千方,千方
706,chhièn-fû,chhiènfû,前夫,chêng hu,前夫,前夫
707,chhièn-hàng,chhiènhàng,前行,chêngkiâⁿ,前行,前行
708,chhièn-heu,chhiènheu,前後,chêngāu,前後,前後
709,chhièn-hi,chhiènhi,前去,chiân khì,前去,前去
710,hiong-chhièn,hiong chhièn,向前,hiòng chêng,向前,向前
711,chhièn-kiok,chhiènkiok,前腳,chêngkha,前腳,前腳
712,chhiên-kiûn,chhiênkiûn,千軍,chhian kun,千軍,千軍
713,chhiên-lî,chhiênlî,千里,chhianlí,千里,千里
714,chhièn-liòng,chhiènliòng,錢糧,chîⁿniû,錢糧,錢糧
715,chhièn-lòi,chhiènlòi,前來,chiânlâi,前來,前來
716,chhien-sú-chhien-kiok,chhiensú chhienkiok,賤手賤腳,khachhiú chiān,跤手賤,"""頑皮好動"
717,mien-chhièn,mienchhièn,面前,thâuchêng,頭前,前面
718,chhièn-mùn,chhiènmùn,前門,chêngmn̂g,前門,前門
719,chhièn-mùn,chhiènmùn,泉門,chôaⁿ mn̂g,泉門,泉門
720,chhièn-ngièn,chhiènngièn,前言,chiângiân,前言,前言
721,chhièn-ngièn,chhiènngièn,泉源,chôaⁿgoân—,泉源,泉源
722,chhiên-ngièn,chhiênngièn,千年,chheng nî,千年,千年
723,chhièn-ngìn,chhiènngìn,前人,chênglâng,前人,前人
724,chhiên-ngìn,chhiênngìn,千人,chheng lâng,千人,千人
725,chhiên-ngit,chhiênngit,千日,chheng ji̍t,千日,千日
726,chhièn-ngiùn,chhiènngiùn,錢銀,chîⁿgîn,錢銀,錢銀
727,chhiên-pak,chhiênpak,千百,chheng pah,千百,千百
728,chhièn-pâu,chhiènpâu,錢包,chîⁿ pau,錢包,錢包
729,chhiên-phi,chhiênphi,千倍,chheng pōe,千倍,千倍
730,chhiên-sái,chhiênsái,遷徙,chhiansóa,遷sóa,遷徙
731,chhiên-sân,chhiênsân,千山,chhian san,千山,千山
732,chhiên-sân-van-súi,chhiênsânvansúi,千山萬水,chhiansan bānsúi,千山萬水,千山萬水
733,chhièn-sien,chhiènsien,前線,chiânsòaⁿ,前線,前線
734,chhièn-sû,chhiènsû,前書,chiânsu,前書,前書
735,chhièn-súi,chhiènsúi,泉水,chôaⁿchúi,泉水,泉水
736,chhan-thèu,chhanthèu,chhan頭,chiānthâng,chiān蟲,調皮
737,chhièn-thô,chhiènthô,前導,chiântō,前導,前導
738,chhièn-thoi,chhiènthoi,錢袋,chîⁿ tē,錢袋,錢袋
